1	Python
2	Django Framework
3	JQuery
4	JavaScript
5	PostgreSQL
6	HTML5
7	CSS
8	SQL
9	HTML
10	Git
11	Bootstrap
12	Ajax
13	Linux
14	MySQL
15	MongoDB
16	Bash
17	C++
18	Java
19	PHP
20	XML
